name,slug,sport,level,state,city,venue,address,start_date,end_date,referee_pay,referee_contact,source_url,source_domain,summary,status,confidence,run_id,updated_at
2025 Mite Jamboree,2025-mite-jamboree-mason-city-ia,soccer,regional,IA,Mason City,,,,,,,https://travelsports.com/tournaments/2025-mite-jamboree,travelsports.com,"This is our Mite level tournament - Hosted at the Mason City Arena.
For more information, please contact Jordan at:
mcyha.tournamentdirector@gmail.com",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Cricket Celebration Bowl,cricket-celebration-bowl-atlanta-ga,soccer,regional,GA,Atlanta,,,,,,,https://travelsports.com/tournaments/cricket-celebration-bowl-1,travelsports.com,"Cricket Celebration Bowl is a football tournament that takes place in Atlanta, GA",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
IS4S Salute To Veterans Bowl,is4s-salute-to-veterans-bowl-montgomery-al,soccer,regional,AL,Montgomery,,,,,,,https://travelsports.com/tournaments/is4s-salute-to-veterans-bowl-1,travelsports.com,"IS4S Salute To Veterans Bowl is a football tournament that takes place in Montgomery, AL",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
LA Bowl,la-bowl-inglewood-ca,soccer,regional,CA,Inglewood,,,,,,,https://travelsports.com/tournaments/art-of-sport-la-bowl-1,travelsports.com,"LA Bowl is a football tournament that takes place in Inglewood, CA",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
National Collegiate Athletic Association (NCAA) - Men's Soccer Div I Championship,national-collegiate-athletic-association-ncaa-men-s-soccer-div-i-championship-cary-nc,soccer,regional,NC,Cary,,,,,,,https://travelsports.com/tournaments/national-collegiate-athletic-association-ncaa-mens-soccer-div-i-championship,travelsports.com,"National Collegiate Athletic Association (NCAA) - Men's Soccer Div I Championship is a soccer tournament that takes place in Cary, NC",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
National Collegiate Athletic Association (NCAA) - Men's Soccer Div II Championship,national-collegiate-athletic-association-ncaa-men-s-soccer-div-ii-championship-colorado-springs-co,soccer,regional,CO,Colorado Springs,,,,,,,https://travelsports.com/tournaments/national-collegiate-athletic-association-ncaa-mens-soccer-div-ii-championship,travelsports.com,"National Collegiate Athletic Association (NCAA) - Men's Soccer Div II Championship is a soccer tournament that takes place in Colorado Springs, CO",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
National Collegiate Athletic Association (NCAA) - Women's Div II Volleyball Championship,national-collegiate-athletic-association-ncaa-women-s-div-ii-volleyball-championship-sioux-falls-sd,soccer,regional,SD,Sioux Falls,,,,,,,https://travelsports.com/tournaments/national-collegiate-athletic-association-ncaa-womens-div-ii-volleyball-championship,travelsports.com,"National Collegiate Athletic Association (NCAA) - Women's Div II Volleyball Championship is a volleyball tournament that takes place in Sioux Falls, SD",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
National Collegiate Athletic Association (NCAA) - Women's Soccer Div II Championship,national-collegiate-athletic-association-ncaa-women-s-soccer-div-ii-championship-colorado-springs-co,soccer,regional,CO,Colorado Springs,,,,,,,https://travelsports.com/tournaments/national-collegiate-athletic-association-ncaa-womens-soccer-div-ii-championship,travelsports.com,"National Collegiate Athletic Association (NCAA) - Women's Soccer Div II Championship is a soccer tournament that takes place in Colorado Springs, CO",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Tournaments,tournaments-area-huntsville-area-mobile-area-montgomery-area-alaska-alaska-anchorage-area-fairbanks-area-arizona-arizona-phoenix-area-tucson-area-arkansas-arkansas-little-rock-area-california-bay-area-california-fresno-area-los-angeles-area-sacramento-area-san-diego-area-colorado-colorado-colorado-springs-area-denver-area-fort-collins-area-connecticut-connecticut-hartford-area-new-haven-area-stamford-area-delaware-delaware-wilmington-de,soccer,regional,DE,"Area
                                                                    Huntsville Area
                                                                    Mobile Area
                                                                    Montgomery Area
                                                            
                        
                                            
                            
                                Alaska
                            
                            
                                                                    Alaska
                                                                    Anchorage Area
                                                                    Fairbanks Area
                                                            
                        
                                            
                            
                                Arizona
                            
                            
                                                                    Arizona
                                                                    Phoenix Area
                                                                    Tucson Area
                                                            
                        
                                            
                            
                                Arkansas
                            
                            
                                                                    Arkansas
                                                                    Little Rock Area
                                                            
                        
                                            
                            
                                California
                            
                            
                                                                    Bay Area
                                                                    California
                                                                    Fresno Area
                                                                    Los Angeles Area
                                                                    Sacramento Area
                                                                    San Diego Area
                                                            
                        
                                            
                            
                                Colorado
                            
                            
                                                                    Colorado
                                                                    Colorado Springs Area
                                                                    Denver Area
                                                                    Fort Collins Area
                                                            
                        
                                            
                            
                                Connecticut
                            
                            
                                                                    Connecticut
                                                                    Hartford Area
                                                                    New Haven Area
                                                                    Stamford Area
                                                            
                        
                                            
                            
                                Delaware
                            
                            
                                                                    Delaware
                                                                    Wilmington",,,,,,,https://travelsports.com/tournaments,travelsports.com,Find Tournaments near you,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Rock the River Cup 2025,rock-the-river-cup-2025-saskatoon-sk,soccer,regional,SK,Saskatoon,,,,,,,https://travelsports.com/tournaments/rock-the-river-cup-2025,travelsports.com,"The Prairie Lily Rock the River Cup is held on the second weekend of March each year. The next Rock the River Cup will be held March 6 - 9, 2025. There will be a welcome reception the evening of March...",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
CALIFORNIA DREAMIN’ Summer Scorcher,california-dreamin-summer-scorcher-westminster-ca,soccer,regional,CA,Westminster,,,,,,,https://travelsports.com/tournaments/california-dreamin-summer-scorcher,travelsports.com,"The California Dreamin' Hockey Tournaments are poised to deliver a top-tier hockey experience to the Inland Empire, Orange County and Northern San Diego. Our mission is to offer outstanding hockey exp...",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
CALIFORNIA DREAMIN’ Memorial Day Showdown,california-dreamin-memorial-day-showdown-westminster-ca,soccer,regional,CA,Westminster,,,,,,,https://travelsports.com/tournaments/california-dreamin-memorial-day-showdown-1,travelsports.com,"The California Dreamin' Hockey Tournaments are poised to deliver a top-tier hockey experience to the Inland Empire, Orange County and Northern San Diego. Our mission is to offer outstanding hockey exp...",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
CALIFORNIA DREAMIN’ Easter Eggstravaganza,california-dreamin-easter-eggstravaganza-aliso-viejo-ca,soccer,regional,CA,Aliso Viejo,,,,,,,https://travelsports.com/tournaments/california-dreamin-easter-eggstravaganza-1,travelsports.com,"The California Dreamin' Hockey Tournaments are poised to deliver a top-tier hockey experience to the Inland Empire, Orange County and Northern San Diego. Our mission is to offer outstanding hockey exp...",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
CALIFORNIA DREAMIN’ Mite Madness Championships,california-dreamin-mite-madness-championships-westminster-ca,soccer,regional,CA,Westminster,,,,,,,https://travelsports.com/tournaments/california-dreamin-mite-madness-championships-1,travelsports.com,"The California Dreamin' Hockey Tournaments are poised to deliver a top-tier hockey experience to the Inland Empire, Orange County and Northern San Diego. Our mission is to offer outstanding hockey exp...",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
CALIFORNIA DREAMIN’ Presidents’ Day Open,california-dreamin-presidents-day-open-aliso-viejo-ca,soccer,regional,CA,Aliso Viejo,,,,,,,https://travelsports.com/tournaments/california-dreamin-presidents-day-open-1,travelsports.com,The California Dreamin' Hockey Tournaments are poised to deliver a top-tier hockey experience to the Inland Empire and Northern San Diego. Our mission is to offer outstanding hockey experiences for pl...,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
CALIFORNIA DREAMIN’ MLK Challenge,california-dreamin-mlk-challenge-aliso-viejo-ca,soccer,regional,CA,Aliso Viejo,,,,,,,https://travelsports.com/tournaments/california-dreamin-mlk-challenge,travelsports.com,"The California Dreamin' Hockey Tournaments are poised to deliver a top-tier hockey experience to the Inland Empire, Orange County and Northern San Diego. Our mission is to offer outstanding hockey exp...",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
BC Pre-Season Blast,bc-pre-season-blast-burnaby-bc,soccer,regional,BC,Burnaby,,,,,,,https://travelsports.com/tournaments/bc-pre-season-blast-1,travelsports.com,"End the tournament season off with a bang by registering today for the infamous Preseason Blast! Whether your team is still taking shape, or you want some tune-up games before the season begins, the B...",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
BC Summer Meltdown,bc-summer-meltdown-burnaby-bc,soccer,regional,BC,Burnaby,,,,,,,https://travelsports.com/tournaments/bc-summer-meltdown-2,travelsports.com,"The action is starting to heat up here at CCT!

A great opportunity for team building, skill development and an overall great hockey experience. Get your summer started on the right track and come bea...",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
BC Quest For The Cup,bc-quest-for-the-cup-burnaby-bc,soccer,regional,BC,Burnaby,,,,,,,https://travelsports.com/tournaments/bc-quest-for-the-cup-3,travelsports.com,"A great event to finish off your spring season.  Always a sellout, this tourney hosts over 40+ teams event year from BC and the USA. Sign up today for your chance at international hockey supremacy!

W...",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
BC May Madness,bc-may-madness-burnaby-bc,soccer,regional,BC,Burnaby,,,,,,,https://travelsports.com/tournaments/bc-may-madness-3,travelsports.com,"This is the 13th annual BC May Madness event! As a staple in BC Spring Tournaments, we expect a hotly contested battle for hockey glory.

With a 5 Game Guarantee, CCT Hockey Tournaments are the best v...",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Seattle May Madness,seattle-may-madness-seattle-wa,soccer,regional,WA,Seattle,,,,,,,https://travelsports.com/tournaments/seattle-may-madness,travelsports.com,"The Stanley Cup Playoffs are off and running and CCT has your team covered with a cup chase of our own! Taking place at the Kraken Community Iceplex, your team will have the opportunity to prepare and...",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
BC Spring Showdown,bc-spring-showdown-burnaby-bc,soccer,regional,BC,Burnaby,,,,,,,https://travelsports.com/tournaments/bc-spring-showdown-3,travelsports.com,"Spring hockey is in full swing, and our largest tourney of the season is back and in extremely high demand! With a 5-Game Guarantee, CCT Hockey Tournaments are the best value in the Lower Mainland!

W...",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
BC Cup,bc-cup-burnaby-bc,soccer,regional,BC,Burnaby,,,,,,,https://travelsports.com/tournaments/bc-cup-3,travelsports.com,"The month of April signals two things for hockey fans: NHL playoffs on the horizon and the start of tournament season at CCT!

With things starting to heat up, there is no better time to launch your t...",unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Baseball Tournaments,baseball-tournaments-area-huntsville-area-mobile-area-montgomery-area-alaska-alaska-anchorage-area-fairbanks-area-arizona-arizona-phoenix-area-tucson-area-arkansas-arkansas-little-rock-area-california-bay-area-california-fresno-area-los-angeles-area-sacramento-area-san-diego-area-colorado-colorado-colorado-springs-area-denver-area-fort-collins-area-connecticut-connecticut-hartford-area-new-haven-area-stamford-area-delaware-delaware-wilmington-de,soccer,regional,DE,"Area
                                                                    Huntsville Area
                                                                    Mobile Area
                                                                    Montgomery Area
                                                            
                        
                                            
                            
                                Alaska
                            
                            
                                                                    Alaska
                                                                    Anchorage Area
                                                                    Fairbanks Area
                                                            
                        
                                            
                            
                                Arizona
                            
                            
                                                                    Arizona
                                                                    Phoenix Area
                                                                    Tucson Area
                                                            
                        
                                            
                            
                                Arkansas
                            
                            
                                                                    Arkansas
                                                                    Little Rock Area
                                                            
                        
                                            
                            
                                California
                            
                            
                                                                    Bay Area
                                                                    California
                                                                    Fresno Area
                                                                    Los Angeles Area
                                                                    Sacramento Area
                                                                    San Diego Area
                                                            
                        
                                            
                            
                                Colorado
                            
                            
                                                                    Colorado
                                                                    Colorado Springs Area
                                                                    Denver Area
                                                                    Fort Collins Area
                                                            
                        
                                            
                            
                                Connecticut
                            
                            
                                                                    Connecticut
                                                                    Hartford Area
                                                                    New Haven Area
                                                                    Stamford Area
                                                            
                        
                                            
                            
                                Delaware
                            
                            
                                                                    Delaware
                                                                    Wilmington",,,,,,,https://baseball.travelsports.com/tournaments,baseball.travelsports.com,Find Baseball Tournaments near you,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Basketball Tournaments,basketball-tournaments-area-huntsville-area-mobile-area-montgomery-area-alaska-alaska-anchorage-area-fairbanks-area-arizona-arizona-phoenix-area-tucson-area-arkansas-arkansas-little-rock-area-california-bay-area-california-fresno-area-los-angeles-area-sacramento-area-san-diego-area-colorado-colorado-colorado-springs-area-denver-area-fort-collins-area-connecticut-connecticut-hartford-area-new-haven-area-stamford-area-delaware-delaware-wilmington-de,soccer,regional,DE,"Area
                                                                    Huntsville Area
                                                                    Mobile Area
                                                                    Montgomery Area
                                                            
                        
                                            
                            
                                Alaska
                            
                            
                                                                    Alaska
                                                                    Anchorage Area
                                                                    Fairbanks Area
                                                            
                        
                                            
                            
                                Arizona
                            
                            
                                                                    Arizona
                                                                    Phoenix Area
                                                                    Tucson Area
                                                            
                        
                                            
                            
                                Arkansas
                            
                            
                                                                    Arkansas
                                                                    Little Rock Area
                                                            
                        
                                            
                            
                                California
                            
                            
                                                                    Bay Area
                                                                    California
                                                                    Fresno Area
                                                                    Los Angeles Area
                                                                    Sacramento Area
                                                                    San Diego Area
                                                            
                        
                                            
                            
                                Colorado
                            
                            
                                                                    Colorado
                                                                    Colorado Springs Area
                                                                    Denver Area
                                                                    Fort Collins Area
                                                            
                        
                                            
                            
                                Connecticut
                            
                            
                                                                    Connecticut
                                                                    Hartford Area
                                                                    New Haven Area
                                                                    Stamford Area
                                                            
                        
                                            
                            
                                Delaware
                            
                            
                                                                    Delaware
                                                                    Wilmington",,,,,,,https://basketball.travelsports.com/tournaments,basketball.travelsports.com,Find Basketball Tournaments near you,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Curling Bonspiels,curling-bonspiels-area-huntsville-area-mobile-area-montgomery-area-alaska-alaska-anchorage-area-fairbanks-area-arizona-arizona-phoenix-area-tucson-area-arkansas-arkansas-little-rock-area-california-bay-area-california-fresno-area-los-angeles-area-sacramento-area-san-diego-area-colorado-colorado-colorado-springs-area-denver-area-fort-collins-area-connecticut-connecticut-hartford-area-new-haven-area-stamford-area-delaware-delaware-wilmington-de,soccer,regional,DE,"Area
                                                                    Huntsville Area
                                                                    Mobile Area
                                                                    Montgomery Area
                                                            
                        
                                            
                            
                                Alaska
                            
                            
                                                                    Alaska
                                                                    Anchorage Area
                                                                    Fairbanks Area
                                                            
                        
                                            
                            
                                Arizona
                            
                            
                                                                    Arizona
                                                                    Phoenix Area
                                                                    Tucson Area
                                                            
                        
                                            
                            
                                Arkansas
                            
                            
                                                                    Arkansas
                                                                    Little Rock Area
                                                            
                        
                                            
                            
                                California
                            
                            
                                                                    Bay Area
                                                                    California
                                                                    Fresno Area
                                                                    Los Angeles Area
                                                                    Sacramento Area
                                                                    San Diego Area
                                                            
                        
                                            
                            
                                Colorado
                            
                            
                                                                    Colorado
                                                                    Colorado Springs Area
                                                                    Denver Area
                                                                    Fort Collins Area
                                                            
                        
                                            
                            
                                Connecticut
                            
                            
                                                                    Connecticut
                                                                    Hartford Area
                                                                    New Haven Area
                                                                    Stamford Area
                                                            
                        
                                            
                            
                                Delaware
                            
                            
                                                                    Delaware
                                                                    Wilmington",,,,,,,https://curling.travelsports.com/tournaments,curling.travelsports.com,Find Curling Bonspiels near you,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Field Hockey Tournaments,field-hockey-tournaments-area-huntsville-area-mobile-area-montgomery-area-alaska-alaska-anchorage-area-fairbanks-area-arizona-arizona-phoenix-area-tucson-area-arkansas-arkansas-little-rock-area-california-bay-area-california-fresno-area-los-angeles-area-sacramento-area-san-diego-area-colorado-colorado-colorado-springs-area-denver-area-fort-collins-area-connecticut-connecticut-hartford-area-new-haven-area-stamford-area-delaware-delaware-wilmington-de,soccer,regional,DE,"Area
                                                                    Huntsville Area
                                                                    Mobile Area
                                                                    Montgomery Area
                                                            
                        
                                            
                            
                                Alaska
                            
                            
                                                                    Alaska
                                                                    Anchorage Area
                                                                    Fairbanks Area
                                                            
                        
                                            
                            
                                Arizona
                            
                            
                                                                    Arizona
                                                                    Phoenix Area
                                                                    Tucson Area
                                                            
                        
                                            
                            
                                Arkansas
                            
                            
                                                                    Arkansas
                                                                    Little Rock Area
                                                            
                        
                                            
                            
                                California
                            
                            
                                                                    Bay Area
                                                                    California
                                                                    Fresno Area
                                                                    Los Angeles Area
                                                                    Sacramento Area
                                                                    San Diego Area
                                                            
                        
                                            
                            
                                Colorado
                            
                            
                                                                    Colorado
                                                                    Colorado Springs Area
                                                                    Denver Area
                                                                    Fort Collins Area
                                                            
                        
                                            
                            
                                Connecticut
                            
                            
                                                                    Connecticut
                                                                    Hartford Area
                                                                    New Haven Area
                                                                    Stamford Area
                                                            
                        
                                            
                            
                                Delaware
                            
                            
                                                                    Delaware
                                                                    Wilmington",,,,,,,https://field-hockey.travelsports.com/tournaments,field-hockey.travelsports.com,Find Field Hockey Tournaments near you,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Figure Skating Tournaments,figure-skating-tournaments-area-huntsville-area-mobile-area-montgomery-area-alaska-alaska-anchorage-area-fairbanks-area-arizona-arizona-phoenix-area-tucson-area-arkansas-arkansas-little-rock-area-california-bay-area-california-fresno-area-los-angeles-area-sacramento-area-san-diego-area-colorado-colorado-colorado-springs-area-denver-area-fort-collins-area-connecticut-connecticut-hartford-area-new-haven-area-stamford-area-delaware-delaware-wilmington-de,soccer,regional,DE,"Area
                                                                    Huntsville Area
                                                                    Mobile Area
                                                                    Montgomery Area
                                                            
                        
                                            
                            
                                Alaska
                            
                            
                                                                    Alaska
                                                                    Anchorage Area
                                                                    Fairbanks Area
                                                            
                        
                                            
                            
                                Arizona
                            
                            
                                                                    Arizona
                                                                    Phoenix Area
                                                                    Tucson Area
                                                            
                        
                                            
                            
                                Arkansas
                            
                            
                                                                    Arkansas
                                                                    Little Rock Area
                                                            
                        
                                            
                            
                                California
                            
                            
                                                                    Bay Area
                                                                    California
                                                                    Fresno Area
                                                                    Los Angeles Area
                                                                    Sacramento Area
                                                                    San Diego Area
                                                            
                        
                                            
                            
                                Colorado
                            
                            
                                                                    Colorado
                                                                    Colorado Springs Area
                                                                    Denver Area
                                                                    Fort Collins Area
                                                            
                        
                                            
                            
                                Connecticut
                            
                            
                                                                    Connecticut
                                                                    Hartford Area
                                                                    New Haven Area
                                                                    Stamford Area
                                                            
                        
                                            
                            
                                Delaware
                            
                            
                                                                    Delaware
                                                                    Wilmington",,,,,,,https://figure-skating.travelsports.com/tournaments,figure-skating.travelsports.com,Find Figure Skating Tournaments near you,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Football Tournaments,football-tournaments-area-huntsville-area-mobile-area-montgomery-area-alaska-alaska-anchorage-area-fairbanks-area-arizona-arizona-phoenix-area-tucson-area-arkansas-arkansas-little-rock-area-california-bay-area-california-fresno-area-los-angeles-area-sacramento-area-san-diego-area-colorado-colorado-colorado-springs-area-denver-area-fort-collins-area-connecticut-connecticut-hartford-area-new-haven-area-stamford-area-delaware-delaware-wilmington-de,soccer,regional,DE,"Area
                                                                    Huntsville Area
                                                                    Mobile Area
                                                                    Montgomery Area
                                                            
                        
                                            
                            
                                Alaska
                            
                            
                                                                    Alaska
                                                                    Anchorage Area
                                                                    Fairbanks Area
                                                            
                        
                                            
                            
                                Arizona
                            
                            
                                                                    Arizona
                                                                    Phoenix Area
                                                                    Tucson Area
                                                            
                        
                                            
                            
                                Arkansas
                            
                            
                                                                    Arkansas
                                                                    Little Rock Area
                                                            
                        
                                            
                            
                                California
                            
                            
                                                                    Bay Area
                                                                    California
                                                                    Fresno Area
                                                                    Los Angeles Area
                                                                    Sacramento Area
                                                                    San Diego Area
                                                            
                        
                                            
                            
                                Colorado
                            
                            
                                                                    Colorado
                                                                    Colorado Springs Area
                                                                    Denver Area
                                                                    Fort Collins Area
                                                            
                        
                                            
                            
                                Connecticut
                            
                            
                                                                    Connecticut
                                                                    Hartford Area
                                                                    New Haven Area
                                                                    Stamford Area
                                                            
                        
                                            
                            
                                Delaware
                            
                            
                                                                    Delaware
                                                                    Wilmington",,,,,,,https://football.travelsports.com/tournaments,football.travelsports.com,Find Football Tournaments near you,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Golf Tournaments,golf-tournaments-area-huntsville-area-mobile-area-montgomery-area-alaska-alaska-anchorage-area-fairbanks-area-arizona-arizona-phoenix-area-tucson-area-arkansas-arkansas-little-rock-area-california-bay-area-california-fresno-area-los-angeles-area-sacramento-area-san-diego-area-colorado-colorado-colorado-springs-area-denver-area-fort-collins-area-connecticut-connecticut-hartford-area-new-haven-area-stamford-area-delaware-delaware-wilmington-de,soccer,regional,DE,"Area
                                                                    Huntsville Area
                                                                    Mobile Area
                                                                    Montgomery Area
                                                            
                        
                                            
                            
                                Alaska
                            
                            
                                                                    Alaska
                                                                    Anchorage Area
                                                                    Fairbanks Area
                                                            
                        
                                            
                            
                                Arizona
                            
                            
                                                                    Arizona
                                                                    Phoenix Area
                                                                    Tucson Area
                                                            
                        
                                            
                            
                                Arkansas
                            
                            
                                                                    Arkansas
                                                                    Little Rock Area
                                                            
                        
                                            
                            
                                California
                            
                            
                                                                    Bay Area
                                                                    California
                                                                    Fresno Area
                                                                    Los Angeles Area
                                                                    Sacramento Area
                                                                    San Diego Area
                                                            
                        
                                            
                            
                                Colorado
                            
                            
                                                                    Colorado
                                                                    Colorado Springs Area
                                                                    Denver Area
                                                                    Fort Collins Area
                                                            
                        
                                            
                            
                                Connecticut
                            
                            
                                                                    Connecticut
                                                                    Hartford Area
                                                                    New Haven Area
                                                                    Stamford Area
                                                            
                        
                                            
                            
                                Delaware
                            
                            
                                                                    Delaware
                                                                    Wilmington",,,,,,,https://golf.travelsports.com/tournaments,golf.travelsports.com,Find Golf Tournaments near you,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Hockey Tournaments,hockey-tournaments-area-huntsville-area-mobile-area-montgomery-area-alaska-alaska-anchorage-area-fairbanks-area-arizona-arizona-phoenix-area-tucson-area-arkansas-arkansas-little-rock-area-california-bay-area-california-fresno-area-los-angeles-area-sacramento-area-san-diego-area-colorado-colorado-colorado-springs-area-denver-area-fort-collins-area-connecticut-connecticut-hartford-area-new-haven-area-stamford-area-delaware-delaware-wilmington-de,soccer,regional,DE,"Area
                                                                    Huntsville Area
                                                                    Mobile Area
                                                                    Montgomery Area
                                                            
                        
                                            
                            
                                Alaska
                            
                            
                                                                    Alaska
                                                                    Anchorage Area
                                                                    Fairbanks Area
                                                            
                        
                                            
                            
                                Arizona
                            
                            
                                                                    Arizona
                                                                    Phoenix Area
                                                                    Tucson Area
                                                            
                        
                                            
                            
                                Arkansas
                            
                            
                                                                    Arkansas
                                                                    Little Rock Area
                                                            
                        
                                            
                            
                                California
                            
                            
                                                                    Bay Area
                                                                    California
                                                                    Fresno Area
                                                                    Los Angeles Area
                                                                    Sacramento Area
                                                                    San Diego Area
                                                            
                        
                                            
                            
                                Colorado
                            
                            
                                                                    Colorado
                                                                    Colorado Springs Area
                                                                    Denver Area
                                                                    Fort Collins Area
                                                            
                        
                                            
                            
                                Connecticut
                            
                            
                                                                    Connecticut
                                                                    Hartford Area
                                                                    New Haven Area
                                                                    Stamford Area
                                                            
                        
                                            
                            
                                Delaware
                            
                            
                                                                    Delaware
                                                                    Wilmington",,,,,,,https://hockey.travelsports.com/tournaments,hockey.travelsports.com,Find Hockey Tournaments near you,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Irish Dance Competitions,irish-dance-competitions-area-huntsville-area-mobile-area-montgomery-area-alaska-alaska-anchorage-area-fairbanks-area-arizona-arizona-phoenix-area-tucson-area-arkansas-arkansas-little-rock-area-california-bay-area-california-fresno-area-los-angeles-area-sacramento-area-san-diego-area-colorado-colorado-colorado-springs-area-denver-area-fort-collins-area-connecticut-connecticut-hartford-area-new-haven-area-stamford-area-delaware-delaware-wilmington-de,soccer,regional,DE,"Area
                                                                    Huntsville Area
                                                                    Mobile Area
                                                                    Montgomery Area
                                                            
                        
                                            
                            
                                Alaska
                            
                            
                                                                    Alaska
                                                                    Anchorage Area
                                                                    Fairbanks Area
                                                            
                        
                                            
                            
                                Arizona
                            
                            
                                                                    Arizona
                                                                    Phoenix Area
                                                                    Tucson Area
                                                            
                        
                                            
                            
                                Arkansas
                            
                            
                                                                    Arkansas
                                                                    Little Rock Area
                                                            
                        
                                            
                            
                                California
                            
                            
                                                                    Bay Area
                                                                    California
                                                                    Fresno Area
                                                                    Los Angeles Area
                                                                    Sacramento Area
                                                                    San Diego Area
                                                            
                        
                                            
                            
                                Colorado
                            
                            
                                                                    Colorado
                                                                    Colorado Springs Area
                                                                    Denver Area
                                                                    Fort Collins Area
                                                            
                        
                                            
                            
                                Connecticut
                            
                            
                                                                    Connecticut
                                                                    Hartford Area
                                                                    New Haven Area
                                                                    Stamford Area
                                                            
                        
                                            
                            
                                Delaware
                            
                            
                                                                    Delaware
                                                                    Wilmington",,,,,,,https://irish-dance.travelsports.com/tournaments,irish-dance.travelsports.com,Find Irish Dance Competitions near you,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
Lacrosse Tournaments,lacrosse-tournaments-area-huntsville-area-mobile-area-montgomery-area-alaska-alaska-anchorage-area-fairbanks-area-arizona-arizona-phoenix-area-tucson-area-arkansas-arkansas-little-rock-area-california-bay-area-california-fresno-area-los-angeles-area-sacramento-area-san-diego-area-colorado-colorado-colorado-springs-area-denver-area-fort-collins-area-connecticut-connecticut-hartford-area-new-haven-area-stamford-area-delaware-delaware-wilmington-de,soccer,regional,DE,"Area
                                                                    Huntsville Area
                                                                    Mobile Area
                                                                    Montgomery Area
                                                            
                        
                                            
                            
                                Alaska
                            
                            
                                                                    Alaska
                                                                    Anchorage Area
                                                                    Fairbanks Area
                                                            
                        
                                            
                            
                                Arizona
                            
                            
                                                                    Arizona
                                                                    Phoenix Area
                                                                    Tucson Area
                                                            
                        
                                            
                            
                                Arkansas
                            
                            
                                                                    Arkansas
                                                                    Little Rock Area
                                                            
                        
                                            
                            
                                California
                            
                            
                                                                    Bay Area
                                                                    California
                                                                    Fresno Area
                                                                    Los Angeles Area
                                                                    Sacramento Area
                                                                    San Diego Area
                                                            
                        
                                            
                            
                                Colorado
                            
                            
                                                                    Colorado
                                                                    Colorado Springs Area
                                                                    Denver Area
                                                                    Fort Collins Area
                                                            
                        
                                            
                            
                                Connecticut
                            
                            
                                                                    Connecticut
                                                                    Hartford Area
                                                                    New Haven Area
                                                                    Stamford Area
                                                            
                        
                                            
                            
                                Delaware
                            
                            
                                                                    Delaware
                                                                    Wilmington",,,,,,,https://lacrosse.travelsports.com/tournaments,lacrosse.travelsports.com,Find Lacrosse Tournaments near you,unconfirmed,,20251217_180827_PST,2025-12-17 18:08:27 PST
